file_name,a0_spectral_entropy_x,a0_spectral_centroid_x,a0_spectral_flatness_x,a0_spectral_bandwidth_x,a0_std_dev_time_diff_x,a0_mean_time_diff_x,a0_median_time_diff_x,a0_max_peak_x,a0_median_peak_x,a0_std_peak_x,a0_peaks_per_second_x,a0_sum_peak_magnitude_x,a0_percent_time_above_threshold_x,a0_num_boilings_x,a0_unused_peak_proportion_x,a1_spectral_entropy_x,a1_spectral_centroid_x,a1_spectral_flatness_x,a1_spectral_bandwidth_x,a1_std_dev_time_diff_x,a1_mean_time_diff_x,a1_median_time_diff_x,a1_max_peak_x,a1_median_peak_x,a1_std_peak_x,a1_peaks_per_second_x,a1_sum_peak_magnitude_x,a1_percent_time_above_threshold_x,a1_num_boilings_x,a1_unused_peak_proportion_x,num_peak_mag_high_diff_x,avg_peak_mag_diff_x,peak_mag_correlation_x,cluster_spectral,a0_spectral_entropy_y,a0_spectral_centroid_y,a0_spectral_flatness_y,a0_spectral_bandwidth_y,a0_std_dev_time_diff_y,a0_mean_time_diff_y,a0_median_time_diff_y,a0_max_peak_y,a0_median_peak_y,a0_std_peak_y,a0_peaks_per_second_y,a0_sum_peak_magnitude_y,a0_percent_time_above_threshold_y,a0_num_boilings_y,a0_unused_peak_proportion_y,a1_spectral_entropy_y,a1_spectral_centroid_y,a1_spectral_flatness_y,a1_spectral_bandwidth_y,a1_std_dev_time_diff_y,a1_mean_time_diff_y,a1_median_time_diff_y,a1_max_peak_y,a1_median_peak_y,a1_std_peak_y,a1_peaks_per_second_y,a1_sum_peak_magnitude_y,a1_percent_time_above_threshold_y,a1_num_boilings_y,a1_unused_peak_proportion_y,num_peak_mag_high_diff_y,avg_peak_mag_diff_y,peak_mag_correlation_y
"MATLAB 12-56 PM Tue, Oct 29, 2024 Run2 .csv",4.735946718222817,1824.140010547516,0.6143345510136324,1881.5297665984388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.960205833505592,660.9361476400352,0.3021938491038392,1339.55614163952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,7,4.735946718222817,1824.140010547516,0.6143345510136324,1881.5297665984388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.960205833505592,660.9361476400352,0.3021938491038392,1339.55614163952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
"MATLAB 2-00 PM Fri, Sep 13, 2024 Run2 .csv",5.775448878536723,2710.545623868217,0.6093604270208753,1663.435488164422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.606965006447343,2011.5248703970897,0.6719416380427402,1616.095992069833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,7,5.775448878536723,2710.545623868217,0.6093604270208753,1663.435488164422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.606965006447343,2011.5248703970897,0.6719416380427402,1616.095992069833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
"MATLAB 2-04 PM Mon, Oct 28, 2024 Run2 .csv",4.901963708332087,2238.8571693217737,0.60615348810371,1860.565198724507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.95336328667059,1381.5847440937544,0.4473905036527162,1809.4618123537336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,7,4.901963708332087,2238.8571693217737,0.60615348810371,1860.565198724507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.95336328667059,1381.5847440937544,0.4473905036527162,1809.4618123537336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
"MATLAB 2-04 PM Wed, Sep 18, 2024 Run0 .csv",4.842488350600201,1044.0553980430163,1.07957328415137,1454.9395152625514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.469728196777842,609.5280740858561,0.5917402313404839,1145.3170411600686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,7,4.842488350600201,1044.0553980430163,1.07957328415137,1454.9395152625514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.469728196777842,609.5280740858561,0.5917402313404839,1145.3170411600686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
"MATLAB 2-06 PM Thu, Oct 31, 2024 Run4 .csv",4.7379900944678575,2366.7884686270163,0.6182184639854987,1919.0927485603409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.74259051446096,2578.049117897607,0.299820350810486,2045.660002879824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,7,4.7379900944678575,2366.7884686270163,0.6182184639854987,1919.0927485603409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.74259051446096,2578.049117897607,0.299820350810486,2045.660002879824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
"MATLAB 2-13 PM Mon, Oct 28, 2024 Run3 .csv",5.01738134638027,2353.4873674958617,0.6451988474110196,1809.0447558350463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.086214271100777,1327.3179864069089,0.5132507323175636,1765.565017080129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,7,5.01738134638027,2353.4873674958617,0.6451988474110196,1809.0447558350463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.086214271100777,1327.3179864069089,0.5132507323175636,1765.565017080129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
"MATLAB 2-17 PM Thu, Oct 3, 2024 Run0 .csv",4.3438048374044325,1219.5462249617635,0.774421681026566,1656.2634578152138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.2879887582130563,1060.4341695234637,0.3858492030859802,1646.1460714096029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,7,4.3438048374044325,1219.5462249617635,0.774421681026566,1656.2634578152138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.2879887582130563,1060.4341695234637,0.3858492030859802,1646.1460714096029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
"MATLAB 2-27 PM Fri, Jun 14, 2024 Run10 .csv",5.405908371387553,1279.4753383684294,0.7805872329262953,1480.465969950879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.26164056803445,638.441961304694,0.2959826750924814,946.981368541301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,7,5.405908371387553,1279.4753383684294,0.7805872329262953,1480.465969950879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.26164056803445,638.441961304694,0.2959826750924814,946.981368541301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
"MATLAB 2-35 PM Tue, Oct 8, 2024 Run1 .csv",5.221223642082769,1485.5728988439628,1.0485407153232629,1664.1148111356551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.177857509599654,1816.4874647074676,0.5373041698717173,1904.937797854524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,7,5.221223642082769,1485.5728988439628,1.0485407153232629,1664.1148111356551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.177857509599654,1816.4874647074676,0.5373041698717173,1904.937797854524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
"MATLAB 2-40 PM Fri, Aug 23, 2024 Run0 .csv",5.593023234659686,1858.9615421567291,1.0982094501888358,1776.5301813129508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.353464837162175,1168.3419480465875,0.7044417944037799,1608.8558075836982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,7,5.593023234659686,1858.9615421567291,1.0982094501888358,1776.5301813129508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.353464837162175,1168.3419480465875,0.7044417944037799,1608.8558075836982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
