file_name,is_noise,a0_spectral_entropy,a0_spectral_centroid,a0_spectral_flatness,a0_spectral_bandwidth,a0_std_dev_time_diff,a0_mean_time_diff,a0_median_time_diff,a0_peaks_per_second,a0_percent_time_above_threshold,a0_num_boilings,a0_unused_peak_proportion,a0_skewness,a0_kurtosis,a0_crest_factor,a0_burstiness,a0_spectral_flux,a0_low_band_power,a0_mid_band_power,a0_high_band_power,a0_high_to_low_ratio,a0_mean_spectral_entropy_time,a0_var_spectral_centroid_time,a0_wavelet_energy_low_scale,a0_wavelet_energy_mid_scale,a0_wavelet_energy_high_scale,a0_regime_dominance,a0_rms_change_points,a0_skew_peak_magnitude,a0_kurtosis_peak_magnitude,a0_iqr_peak_magnitude,a0_mean_peak_magnitude,a0_max_peak_magnitude,a0_std_peak_magnitude,a0_max_to_mean_peak_ratio,a1_spectral_entropy,a1_spectral_centroid,a1_spectral_flatness,a1_spectral_bandwidth,a1_std_dev_time_diff,a1_mean_time_diff,a1_median_time_diff,a1_peaks_per_second,a1_percent_time_above_threshold,a1_num_boilings,a1_unused_peak_proportion,a1_skewness,a1_kurtosis,a1_crest_factor,a1_burstiness,a1_spectral_flux,a1_low_band_power,a1_mid_band_power,a1_high_band_power,a1_high_to_low_ratio,a1_mean_spectral_entropy_time,a1_var_spectral_centroid_time,a1_wavelet_energy_low_scale,a1_wavelet_energy_mid_scale,a1_wavelet_energy_high_scale,a1_regime_dominance,a1_rms_change_points,a1_skew_peak_magnitude,a1_kurtosis_peak_magnitude,a1_iqr_peak_magnitude,a1_mean_peak_magnitude,a1_max_peak_magnitude,a1_std_peak_magnitude,a1_max_to_mean_peak_ratio,num_peak_mag_high_diff,peak_mag_correlation,match_name,Label,subcluster
"MATLAB 1-21 PM Thu, Nov 7, 2024 Run10 .csv",0,5.381934030771023,2139.310338336899,0.2233793238359952,1338.2130763177963,0.0010924602444239,-0.1826351070144442,-0.125242041943894,5.6274030987952,0.00075,2.4639726795894634,0.0,0.2316090313685962,21.39657282890687,9.652680265982069,0.0082157517380139,3.920944070024574e-11,0.0001241922648279,9.723163965974004e-05,0.9991456692917852,6563.450660691249,3.058056247299001,402870.9635030349,9.067314704504472,0.0261189305593967,0.0506102517527614,0.2051282051282051,-0.9328015019597912,0.5437164624947242,-1.1632514109633112,0.0166921752691268,0.1805152881145477,0.1972720384597778,0.0103545136311414,1.0928273196151506,5.382569160598576,2276.4005155998366,0.0700136989346676,1134.841833423479,0.0045681684763507,-0.1779511306383616,-0.1182838685887023,5.609365733295089,0.0014,2.455030243104717,0.0,0.0005629346585124,15.323513627592074,8.50431059393826,0.0343840638309553,4.7362127483072856e-11,0.0001425239612513,3.6540403638884936e-05,0.9991869723656636,7010.659566245002,2.780196284418904,553619.5318114264,8.907428834343937,0.0293758576009555,0.0500124757054565,0.6842105263157895,-0.815559973393778,-0.172598065938515,-1.5553837088804188,0.0289916390180587,0.1553196569283803,0.1792372798919678,0.0166121539059494,1.1539896716010396,0.0,-0.7434722301006569,"MATLAB 1-21 PM Thu, Nov 7, 2024 Run10 .csv",1.0,0
"MATLAB 2-09 PM Tue, Oct 22, 2024 Run3 .csv",0,5.107882720283426,1931.3672158088689,0.2255164828588305,1365.8887808485915,0.0013331216130328,-0.3902902978734352,-0.3580359314691066,14.817640009373054,0.0028666666666666,2.2901892768267853,0.0,0.2492811716048383,7.636304770666625,8.199651610368965,0.0233936383133376,4.754791568571228e-12,0.0003395982082447,0.0010405367977001,0.9984662174004167,569.2619670180939,4.235907523169045,533476.7880330691,245.7518581111327,4.861989451472989,0.7288039096686642,0.0112002036400661,-0.2706238293414418,0.0199707635009673,-1.2314798251607575,0.0282266974449157,0.1168777604030702,0.1458118069171905,0.0158599194962393,1.247558187411676,4.170336376401265,1380.8259142255508,0.0437789809327566,1266.2534918777462,0.0045612773466277,-0.38567751057896,-0.3522890687453678,14.706426688932735,0.0049466666666666,2.2812303382622026,0.0,0.3361444347728642,2.666123886191535,6.84200293763552,0.0795848544751245,4.471662117156666e-12,0.000446403458294,0.0015392061795179,0.9962540781570376,2231.7346777830494,3.77449119013937,507752.3131672092,423.72911894318105,8.520669311636308,0.3342014016066163,0.0109037146553317,-0.1382416425250481,0.1497129277264285,-0.9822589135087356,0.0251836371421813,0.0918068707876532,0.1248759889602661,0.0151998910310441,1.360203085987984,3.0,-0.2094690831803169,"MATLAB 2-09 PM Tue, Oct 22, 2024 Run3 .csv",1.0,0
"MATLAB 2-11 PM Tue, Oct 22, 2024 Run4 .csv",0,5.40709291028811,2149.9621699300264,0.2489825292911821,1336.2178230673962,0.0005040112739018,-0.389951178526735,-0.3581915189211234,13.829703022955098,0.0022,2.285915914463769,0.0,0.3847624547531564,10.111019823364735,8.269523113922272,0.0083220419025685,4.513248587207774e-12,0.0002320910398039,0.0009513288915109,0.9986431424317368,1910.064973462443,4.129557006177679,545668.1391749623,26.900366195279027,0.43054348556562,0.1212611235647896,0.1728395061728395,-1.278930935752466,-0.2778628266078627,-1.4712848838800674,0.0271594417095184,0.1194014794424355,0.1380621552467346,0.0141694568677676,1.156285130564865,4.812557105888871,1658.6305069852945,0.0982173776287008,1321.7146726106364,0.0002039321951195,-0.3856778725999768,-0.352679360557511,13.818657848523744,0.00254,2.2769565701103374,0.0,0.5402363879263868,3.9627900673511034,7.622567244377842,0.0033672506170924,2.429605279534541e-12,0.0003292187343097,0.0015096255853923,0.995894230677998,3025.022961606622,3.6711826974215,423760.032276027,43.63723704050856,0.6975282386356582,0.0553634247940759,0.1728395061728395,-1.1461764376676205,-0.4295431085590254,-1.019015583293185,0.0259974116086959,0.0992294689402522,0.1234707581996917,0.0163618707013163,1.2442952634769775,1.0,-0.5901969546334134,"MATLAB 2-11 PM Tue, Oct 22, 2024 Run4 .csv",2.0,0
"MATLAB 2-14 PM Tue, Oct 22, 2024 Run5 .csv",0,5.642366668346494,2378.9338591328724,0.2736376748901828,1250.3943287904117,0.0006816512573715,-0.3975381943886986,-0.3672878896353472,14.180802390681896,0.0026,2.2759447356167297,0.0,0.5514179318402405,13.406740178865892,9.0382496020527,0.0112611462339784,4.871714522818848e-12,0.0001321210484759,0.0008653541442494,0.998750801881478,5115.600594923191,4.30626347531559,517946.4393501363,3.028505691595468,0.0487451242989726,0.025287710282162,0.125,-1.2983141840448558,-0.1341545235682092,-1.0678414340820803,0.0237694108486175,0.1213264952687655,0.1461247229576111,0.0166323205830768,1.2043925165225602,5.688138769757296,2123.032328522576,0.1857301888104846,1296.573368396591,0.0007791973026286,-0.3932942860070966,-0.3618567081112622,14.170148778950397,0.0026,2.2669844444226523,0.0,0.680689891107435,6.92473244549133,7.600445386895607,0.0128726451761535,2.252721322476783e-12,0.0002030220358437,0.0015305228106736,0.9953987544433788,4902.909924562953,3.9949528239886303,561021.9234408127,4.074470323277429,0.0696739820434779,0.0125429175966325,0.125,-1.1646909596669557,-0.5018877488372478,-1.1628670721462449,0.0198152315616607,0.0943479091279646,0.108619133234024,0.0123462847571025,1.1512616891880791,0.0,-0.7374951825299614,"MATLAB 2-14 PM Tue, Oct 22, 2024 Run5 .csv",1.0,0
"MATLAB 2-23 PM Tue, Oct 22, 2024 Run6 .csv",0,5.4961429927712135,2220.2165813062074,0.2652423621825434,1297.878658259242,0.00068924559303,-0.4156157207157878,-0.388836218513497,13.507103108855874,0.002875,2.2517290155596354,0.0,0.7535795545256976,12.11452853862036,9.659277237077726,0.0113360488353986,5.8460541192061076e-12,0.0004662918385371,0.0004740930545662,0.99883395146302,-425.5837979115249,4.297815297724537,503319.0788918342,85.78090548786108,0.5778667170468268,0.618342410521301,0.0897226753670473,-1.3453877870406596,-0.3816495374247706,-1.165007728312674,0.0316694164276123,0.1346613320898502,0.1656315362453461,0.0187826580022282,1.229985874005996,5.273927395088963,1898.783031387475,0.131654866988118,1291.4291836140387,0.0011795249035478,-0.411443206372423,-0.3836016950279959,13.497400435109723,0.003275,2.242766424895416,0.0,0.2912905210783287,4.663660595849386,6.902891707566548,0.0193996915532021,3.399740840117935e-12,0.0004603924532771,0.0006391598684376,0.9973733182887232,2166.354620257659,3.9964214909213904,495411.19678837486,121.88744542385264,0.6635489627277494,0.2778658073193362,0.0897226753670473,-1.2096547988081985,0.519690827873401,-0.2516796875925871,0.0119422125816345,0.0891821241886057,0.111283096075058,0.0084413795051145,1.2478184062953277,0.0,-0.5726712697886048,"MATLAB 2-23 PM Tue, Oct 22, 2024 Run6 .csv",1.0,0
"MATLAB 2-30 PM Tue, Oct 22, 2024 Run7 .csv",0,5.5811826145953205,2324.691065609896,0.2653485384398056,1231.3083081900588,0.0003954761482168,-0.4358913485612399,-0.4121289599371419,14.958283447768103,0.0018,2.231786657865557,0.0,0.7811953999190995,11.475396646452811,8.511489008113164,0.007108368075326,6.318677053734177e-12,0.0001476430792517,0.0003718361923116,0.9992622077539852,4098.394369580882,4.50933352767976,362007.5201546119,2.988707231042985,0.0221092298162166,0.0273619450162577,0.1296296296296296,-1.3841542836254392,-0.4378282103112408,-1.1131643600786203,0.0254926979541779,0.1280448439386155,0.1469073343276977,0.0156755031989257,1.1473115965382,5.731115090609198,2210.6711160048767,0.1531969342637533,1192.2450420768778,0.0007339988585175,-0.4318776293080995,-0.4070563901309794,14.949363899421654,0.002,2.2228221735200457,0.0,0.5056376115607468,6.436326321769943,7.030398282641647,0.013216799709621,3.336987896970057e-12,0.0002033495844978,0.0004799243525102,0.998170497814498,4908.642917956264,4.288014332455588,465049.24113890337,3.398587039912436,0.0217009167418258,0.0138226291451816,0.1296296296296296,-1.2466838428068685,0.444377967096051,-0.8597998304647052,0.0132849565148353,0.0923397172821892,0.1101335954666137,0.0098436017249603,1.1927001588064925,0.0,-0.8189284708529782,"MATLAB 2-30 PM Tue, Oct 22, 2024 Run7 .csv",1.0,0
"MATLAB 2-40 PM Tue, Oct 22, 2024 Run8 .csv",0,4.960327945761129,1856.319541080762,0.1960033617549344,1302.8046054932552,0.0005114117222451,-0.4679595509394927,-0.4481328762546377,18.815058359832022,0.0023,2.203297575445446,0.0,0.5903209133433308,5.922908570220663,7.173058327957833,0.0113263511671197,4.735517718153703e-12,0.0001881769106484,0.0001915117148462,0.9994481588182138,2495.7496475910007,4.4271433367441695,169602.53474894847,9.745380525139712,0.0219331750070509,0.0309004611190591,0.081081081081081,-1.4395349930322672,-0.1373937382035312,-1.6300568066151273,0.0297586688399314,0.1415785616636276,0.1600986409187317,0.0140301220422716,1.1308113250868124,4.448034338774072,1586.3207681822291,0.0147083318835078,1230.0281205750362,0.0007804876659196,-0.4639298246726023,-0.4432916688471094,18.80725756205658,0.0021,2.194330385840945,0.0,0.3868687793615256,2.1496208718799457,4.872443979636632,0.0172856369951855,4.861023683158563e-12,0.0001615352116079,0.0001768649533847,0.999280419332356,6186.146100191721,3.943098686516474,152596.6536490975,13.632286927047884,0.0211747900979981,0.0162068274542968,0.081081081081081,-1.2995824770906834,0.2997482956972873,-1.10635215248926,0.0095876318216324,0.0971096116304397,0.1078545129299164,0.0058351046261207,1.1106471452112014,0.0,0.7933574174996224,"MATLAB 2-40 PM Tue, Oct 22, 2024 Run8 .csv",1.0,0
"MATLAB 2-47 PM Tue, Oct 22, 2024 Run9 .csv",0,5.470520487056213,2308.438525255283,0.242742236311092,1267.1212715391694,0.0008021597138156,-0.4678485468570944,-0.4503700302448031,14.735664493967215,0.0021,2.187628580114385,0.0,0.7780165473660685,10.048682747269734,8.352008769980502,0.0140396531936048,9.586322124691379e-12,0.0001193329295349,0.0001887369260111,0.9992653417709876,5478.122577006308,4.66920071493108,180809.95173339325,2.858961166466188,0.0139808688570979,0.0232357099106912,0.1296296296296296,-1.4699943832060227,-0.0978095417650142,-1.6562345619316974,0.0341939485073089,0.1242355212900373,0.1459981429576874,0.0170364974442488,1.1751722972759422,5.740796514225913,2343.7576381171607,0.1258854638753569,1176.5167160389094,0.00090679861908,-0.4639356049678244,-0.4456560721565288,14.72847900900582,0.0018,2.17865990261744,0.0,0.5623313505770954,8.311661942027229,6.627099839157715,0.0158907087290174,4.42208134206294e-12,0.0001565515922945,0.0001899740215095,0.9985752594293182,6378.5698043287175,5.059575164483004,224243.62477167777,2.713787404192133,0.0115861377485407,0.0130792534282587,0.1296296296296296,-1.3286767259467815,-1.5046293123697496,3.180142632769442,0.0041045331954956,0.0975342449214723,0.1030650341510772,0.0040751157372772,1.056706126489808,0.0,-0.7127013841917326,"MATLAB 2-47 PM Tue, Oct 22, 2024 Run9 .csv",,0
"MATLAB 2-50 PM Tue, Oct 22, 2024 Run10 .csv",0,5.482464984613987,2226.164464605561,0.2388061853615057,1302.7504607835467,0.0006457079639984,-0.46600367095865,-0.4501515967847478,11.677914408712166,0.0018,2.1762329471463406,0.0,0.9218473901524876,12.91942392758052,9.096014184028256,0.00954987481934,4.802664592366177e-12,0.0001222779396634,0.0001826006305636,0.999244662025556,5217.968496123179,4.401508573838336,323382.1058843227,3.0229195919439245,0.0113588908554286,0.0194439064155618,0.1333333333333333,-1.4921466669687538,-0.6752988919423362,-0.5860625006782736,0.017656946182251,0.1306838049093882,0.1468045282363891,0.0126185547031791,1.123356703136846,5.464840969932133,2125.91691086777,0.0956801791161935,1237.3448070112613,0.0008669969274088,-0.4621465951713878,-0.445530183655951,11.671176423979167,0.0015,2.1672631875457995,0.0,0.6434734715156,8.946801143656065,7.190951281860125,0.0128403226430535,3.679567933290597e-12,0.0001646620967264,0.0001593087748501,0.9988865234679384,6066.280846207932,4.129619418470954,372825.03693774814,3.456520711880901,0.0095424620677443,0.0110844952007735,0.1333333333333333,-1.3498361796603071,-0.4973438400833196,-1.0838534413654366,0.0087761062383651,0.1005642331441243,0.1087463557720184,0.0056451468533127,1.081362154039079,0.0,0.0420552079363794,"MATLAB 2-50 PM Tue, Oct 22, 2024 Run10 .csv",1.0,0
"MATLAB 2-52 PM Tue, Oct 22, 2024 Run11 .csv",0,5.49012532734166,2335.275887778672,0.2381438322189424,1288.1890884863362,7.378202337253875e-05,-0.4680112694441087,-0.4535479675040363,10.62754560180552,0.0013,2.166261768299302,0.0,0.8572613259817371,13.330475007971444,9.15559979581927,0.0010084810269086,6.770699027612862e-12,0.0001361807170809,0.0001712336279456,0.99934372355027,4333.401747509138,4.343660792456624,377043.9949382372,2.2422647185067084,0.0111181231693847,0.020054519812505,0.2058823529411764,-1.5115299152611437,-0.3909856870746737,-1.0148822703825535,0.0169258984923362,0.1280140531063079,0.1417252647876739,0.0107766532304451,1.1071070819855973,5.710376304118723,2304.4292014245875,0.1255152612589,1184.4964476885264,0.0009144468362201,-0.4639907340593167,-0.4490075312147346,10.621199179772372,0.0018,2.157291061858114,0.0,0.5961973900651615,11.203170611916091,7.500627517753421,0.0124819496864702,2.664650305767964e-12,0.0002007091964705,0.00016224074835,0.9983100702397242,4973.912943676164,4.187063379053551,514478.61339982337,2.165518732882099,0.0084337274523454,0.011038984141751,0.2058823529411764,-1.3683507016596426,-0.650816999080759,-0.7699756013723666,0.011723589003086,0.0935970520973205,0.1028080189228057,0.0074362804688281,1.098410864648897,0.0,-0.633208119970608,"MATLAB 2-52 PM Tue, Oct 22, 2024 Run11 .csv",,0
