Time,ai0,ai1
0.0,-0.0058156120777130135,-0.0022540235519409183
9.99999999114152e-05,-0.00580211877822876,-0.0027230763435363774
0.0001999999998228304,-0.004766989946365357,-0.0030096483230590823
0.0002999999997342456,-0.0029023444652557374,-0.003177350759506226
0.0003999999996456608,0.0016371870040893556,-0.0007556247711181641
0.000499999999557076,0.00207861065864563,0.0006598865985870362
0.0005999999994684912,0.003418945074081421,0.005355554819107056
0.0006999999993799064,0.0035827922821044926,0.006115677356719971
0.0007999999992913216,0.0021351540088653566,0.005678751468658448
0.0008999999992027368,0.003562231063842774,0.007539541721343995
0.000999999999114152,0.0031754231452941896,0.006686893701553345
0.001099999999025567,0.0034999048709869387,0.004691170454025269
0.0011999999989369824,0.0024911201000213626,0.00264211654663086
0.0012999999988483977,0.0013017821311950685,0.0008140957355499269
0.001399999998759813,-0.0021088099479675297,-0.0022707295417785647
0.0014999999986712283,-0.003312926292419434,-0.0038500881195068365
0.0015999999985826436,-0.004931479692459107,-0.0036746752262115483
0.001699999998494059,-0.0054204511642456064,-0.002526459693908692
0.0017999999984054742,-0.0046301293373107915,7.838964462280274e-05
0.0018999999983168895,-0.001024848222732544,0.0008352994918823243
0.001999999998228305,0.0033784651756286624,0.0014547061920166017
0.00209999999813972,0.005185282230377198,0.004958466291427613
0.0021999999980511355,0.007380192279815675,0.0068706595897674565
0.0022999999979625508,0.0050374984741210944,0.006820541620254517
0.002399999997873966,0.0030578386783599856,0.006578304767608643
0.0024999999977853814,0.0009188294410705567,0.004683459997177125
0.0025999999976967967,-0.0007273530960083008,0.004040279388427735
0.002699999997608212,-0.00038231015205383303,0.0014084434509277345
0.0027999999975196273,0.00019211888313293459,-0.0022951459884643557
0.0028999999974310426,-0.0014399278163909914,-0.0024699163436889653
0.002999999997342458,-0.0024911201000213626,-0.0031317305564880376
0.003099999997253873,-0.0025688672065734865,-0.0034767735004425054
0.0031999999971652885,-0.004344199895858765,-0.001265157461166382
0.003299999997076704,-0.002360684871673584,0.0005005371570587159
0.003399999996988119,-0.0015350234508514405,0.0014495658874511721
0.0034999999968995344,0.0023908841609954837,0.0033855330944061283
0.0035999999968109497,0.005048421621322632,0.006097043752670289
0.003699999996722365,0.0062300491333007815,0.006875157356262208
0.0037999999966337804,0.006758215427398682,0.006871944665908814
0.0038999999965451957,0.00415722131729126,0.005417881011962891
0.0039999999964566105,0.0024570655822753907,0.0034048092365264898
0.004099999996368025,-0.0007324934005737305,0.0025823605060577397
0.00419999999627944,-0.002563726902008057,-0.0006354701519012452
0.004299999996190855,-0.0044315850734710695,-0.0018100297451019288
0.00439999999610227,-0.0026658904552459717,-0.001827378273010254
0.004499999996013685,-0.0028374481201171877,-0.0031066715717315676
0.0045999999959251,-0.0010376989841461182,-0.0028676474094390873
0.004699999995836515,0.0009650921821594239,-0.0011662065982818604
0.0047999999957479295,0.0006149089336395264,0.0015189599990844728
0.004899999995659344,0.0003745996952056885,0.004666754007339478
0.004999999995570759,0.0015247428417205812,0.005879223346710206
0.005099999995482174,0.002877285480499268,0.005061914920806885
0.005199999995393589,0.003913699388504029,0.005917775630950929
0.005299999995305004,0.006059776544570923,0.006660549640655518
0.005399999995216419,0.005173716545104981,0.004581938982009888
0.005499999995127834,0.0031895589828491214,0.002597781419754029
0.0055999999950392485,-0.000540374517440796,0.0016403996944427492
0.005699999994950663,-0.0033881032466888433,-0.0010164952278137209
0.005799999994862078,-0.004375684261322022,-0.003032779693603516
0.005899999994773493,-0.00521419644355774,-0.002286150455474854
0.005999999994684908,-0.002868289947509766,-0.0025875008106231692
0.006099999994596323,-0.0006643843650817871,-0.0009284675121307374
0.006199999994507738,0.0011655640602111818,0.000580211877822876
0.006299999994419153,0.0026684606075286867,0.002432006597518921
0.0063999999943305675,0.004216334819793701,0.005916490554809571
0.006499999994241982,0.0033090710639953618,0.005340133905410768
0.006599999994153397,0.002870217561721802,0.005885648727416993
0.006699999994064812,0.003403524160385132,0.006352131366729737
0.006799999993976227,0.0019835150241851807,0.004616636037826538
0.006899999993887642,0.002351689338684082,0.0034851264953613286
0.006999999993799057,0.0019282567501068117,0.0025046133995056154
0.007099999993710472,0.00019019126892089844,-0.0006701672077178956
0.0071999999936218865,-0.0014951860904693604,-0.002379318475723267
0.007299999993533301,-0.0030777573585510257,-0.0020175695419311526
0.007399999993444716,-0.00419705867767334,-0.002620912790298462
0.007499999993356131,-0.0035654437541961675,-0.00048126101493835456
0.007599999993267546,-0.0027269315719604496,0.0006187641620635987
0.007699999993178961,0.0004382109642028809,0.0007299232482910157
0.007799999993090376,0.004420019388198853,0.002654967308044434
0.007899999993001791,0.004796546697616578,0.0058156120777130135
0.007999999992913207,0.00605656385421753,0.006999809741973877
0.008099999992824623,0.0049764573574066166,0.006543607711791993
0.008199999992736039,0.0019430351257324222,0.005275237560272217
0.008299999992647454,-0.00019019126892089844,0.0030334222316741946
0.00839999999255887,0.0005442297458648683,0.002290005683898926
0.008499999992470286,-0.0009644496440887453,0.00015485167503356936
0.008599999992381702,-0.0006110537052154541,-0.001556227207183838
0.008699999992293117,-0.0015684354305267336,-0.0015112495422363282
0.008799999992204533,-0.0016249787807464601,-0.002063189744949341
0.008899999992115949,-0.002635048627853394,-0.0018665730953216556
0.008999999992027365,-0.002412087917327881,-0.000449134111404419
0.00909999999193878,-0.0004947543144226074,0.001004929542541504
0.009199999991850196,-0.00024223685264587405,0.002090176343917847
0.009299999991761612,0.0024178707599639897,0.00481518030166626
0.009399999991673028,0.004489413499832154,0.00579248070716858
0.009499999991584443,0.0056048595905303965,0.005698027610778809
0.009599999991495859,0.005017579793930054,0.00590235471725464
0.009699999991407275,0.003467777967453003,0.004195131063461304
0.00979999999131869,0.001116088628768921,0.0024673461914062503
0.009899999991230106,-0.001592209339141846,0.0009348928928375245
0.009999999991141522,-0.002959530353546143,-0.0008674263954162599
0.010099999991052938,-0.0031201648712158208,-0.001974519491195679
0.010199999990964354,-0.0028445160388946536,-0.002056121826171875
0.01029999999087577,-0.0022296071052551273,-0.0022777974605560306
0.010399999990787185,0.0005570805072784424,-0.0015684354305267336
0.0104999999906986,0.00045877218246459967,0.0003521108627319336
0.010599999990610016,0.0006727373600006105,0.003037277460098267
0.010699999990521432,0.001743205785751343,0.004749641418457032
0.010799999990432848,0.001787540912628174,0.0036984491348266606
0.010899999990344264,0.002499473094940186,0.004704021215438843
0.01099999999025568,0.0036200594902038577,0.00543330192565918
0.011099999990167095,0.0044090962409973145,0.004951398372650147
0.011199999990078511,0.0036830282211303715,0.0037235081195831302
0.011299999989989927,0.0016885900497436526,0.002031705379486084
0.011399999989901342,-0.0017727625370025637,4.8832893371582036e-05
0.011499999989812758,-0.002385101318359375,-0.0019867277145385743
0.011599999989724174,-0.004089112281799317,-0.002610632181167603
0.01169999998963559,-0.004272235631942749,-0.0020445561408996586
0.011799999989547005,-0.0016654586791992189,-0.0013062798976898194
0.011899999989458421,-0.0003855228424072266,5.140304565429688e-05
0.011999999989369837,0.0011642789840698243,0.001952030658721924
0.012099999989281253,0.0034896242618560796,0.002914552688598633
0.012199999989192668,0.003778123855590821,0.004396888017654419
0.012299999989104084,0.0024866223335266117,0.00498995065689087
0.0123999999890155,0.003337342739105225,0.005272667407989502
0.012499999988926916,0.0018556499481201174,0.005207771062850953
0.012599999988838331,0.0014399278163909914,0.0031381559371948245
0.012699999988749747,0.0017239296436309815,0.002174348831176758
0.012799999988661163,0.0009554541110992433,0.0010595452785491944
0.012899999988572578,-0.0006579589843750001,-0.0009207570552825929
0.012999999988483994,-0.0017862558364868165,-0.0018164551258087161
0.01309999998839541,-0.0023157072067260744,-0.0023940968513488773
0.013199999988306826,-0.0033848905563354497,-0.0019057679176330568
0.013299999988218241,-0.002471843957901001,2.570152282714844e-05
0.013399999988129657,-0.0012844336032867432,0.0008616435527801514
0.013499999988041073,0.0018395864963531496,0.0012664425373077393
0.013599999987952489,0.003297505378723145,0.0035744392871856693
0.013699999987863904,0.004191275835037232,0.006197922229766846
0.01379999998777532,0.005616425275802613,0.0058593046665191655
