file_name,a0_spectral_entropy_x,a0_spectral_centroid_x,a0_spectral_flatness_x,a0_spectral_bandwidth_x,a0_std_dev_time_diff_x,a0_mean_time_diff_x,a0_median_time_diff_x,a0_max_peak_x,a0_median_peak_x,a0_std_peak_x,a0_peaks_per_second_x,a0_sum_peak_magnitude_x,a0_percent_time_above_threshold_x,a0_num_boilings_x,a0_unused_peak_proportion_x,a1_spectral_entropy_x,a1_spectral_centroid_x,a1_spectral_flatness_x,a1_spectral_bandwidth_x,a1_std_dev_time_diff_x,a1_mean_time_diff_x,a1_median_time_diff_x,a1_max_peak_x,a1_median_peak_x,a1_std_peak_x,a1_peaks_per_second_x,a1_sum_peak_magnitude_x,a1_percent_time_above_threshold_x,a1_num_boilings_x,a1_unused_peak_proportion_x,num_peak_mag_high_diff_x,avg_peak_mag_diff_x,peak_mag_correlation_x,cluster,a0_spectral_entropy_y,a0_spectral_centroid_y,a0_spectral_flatness_y,a0_spectral_bandwidth_y,a0_std_dev_time_diff_y,a0_mean_time_diff_y,a0_median_time_diff_y,a0_max_peak_y,a0_median_peak_y,a0_std_peak_y,a0_peaks_per_second_y,a0_sum_peak_magnitude_y,a0_percent_time_above_threshold_y,a0_num_boilings_y,a0_unused_peak_proportion_y,a1_spectral_entropy_y,a1_spectral_centroid_y,a1_spectral_flatness_y,a1_spectral_bandwidth_y,a1_std_dev_time_diff_y,a1_mean_time_diff_y,a1_median_time_diff_y,a1_max_peak_y,a1_median_peak_y,a1_std_peak_y,a1_peaks_per_second_y,a1_sum_peak_magnitude_y,a1_percent_time_above_threshold_y,a1_num_boilings_y,a1_unused_peak_proportion_y,num_peak_mag_high_diff_y,avg_peak_mag_diff_y,peak_mag_correlation_y
Boiling_at_Heater_T85_RefVideo1.csv,4.126415678226096,2201.3717315729104,0.0929395727953503,2969.4094335875707,1.2170761835270267,1.4009133330406334,1.0072599997999496,0.0176241767406463,0.0167740988731384,0.0010657087816202,0.7000014001489766,0.1142567622661587,3.2e-05,0,1.0,4.823646506517053,3032.7111446470763,0.1771222790746755,3606.446928683538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,-1,4.126415678226096,2201.3717315729104,0.0929395727953503,2969.4094335875707,1.2170761835270267,1.4009133330406334,1.0072599997999496,0.0176241767406463,0.0167740988731384,0.0010657087816202,0.7000014001489766,0.1142567622661587,3.2e-05,0,1.0,4.823646506517053,3032.7111446470763,0.1771222790746755,3606.446928683538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Boiling_at_Heater_T93_RefVideo2.csv,3.810180707685516,1665.9502697008563,0.0438370447507262,1867.012856519745,0.6924692948568345,0.4803945453570657,0.1772799999637655,0.0206980788707733,0.0155214709043502,0.0014938785013362,1.985729226368742,0.1920244300365442,0.0001158338214901,0,1.0,4.233152072280111,1986.6813837188704,0.0886116884373448,2472.60507514269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,-1,3.810180707685516,1665.9502697008563,0.0438370447507262,1867.012856519745,0.6924692948568345,0.4803945453570657,0.1772799999637655,0.0206980788707733,0.0155214709043502,0.0014938785013362,1.985729226368742,0.1920244300365442,0.0001158338214901,0,1.0,4.233152072280111,1986.6813837188704,0.0886116884373448,2472.60507514269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
"MATLAB 1-04 PM Thu, Aug 22, 2024 Run2.csv",5.897196068948194,2799.6570092984284,0.3202830959853148,1269.319138094865,0.3621314856407515,0.5757749994904593,0.5656499995003332,0.0800017726421356,0.0333901333808899,0.0167926788536085,1.7000170016748113,0.6206339478492732,0.00121,1,0.5882352941176471,5.499477000671673,1864.7241584502835,0.3813611648494501,1288.9060239090063,0.3199215714662812,0.7085846147575433,0.7005999993792207,0.0758124244213104,0.0266727191209792,0.0146424417833633,1.4000140013792564,0.4078683888912195,0.00095,1,0.5,1,0.0109570181369781,0.5254259993104917,-1,5.897196068948194,2799.6570092984284,0.3202830959853148,1269.319138094865,0.3621314856407515,0.5757749994904593,0.5656499995003332,0.0800017726421356,0.0333901333808899,0.0167926788536085,1.7000170016748113,0.6206339478492732,0.00121,1,0.5882352941176471,5.499477000671673,1864.7241584502835,0.3813611648494501,1288.9060239090063,0.3199215714662812,0.7085846147575433,0.7005999993792207,0.0758124244213104,0.0266727191209792,0.0146424417833633,1.4000140013792564,0.4078683888912195,0.00095,1,0.5,1,0.0109570181369781,0.5254259993104917
"MATLAB 1-07 PM Fri, Jun 14, 2024 Run1 .csv",6.293300161279161,3570.627824108374,0.4922586338533578,1350.831819871922,0.6139868807183617,0.4790263153656185,0.1754999998444946,0.0194052922725677,0.0165864777565001,0.0013086588813298,2.0000200019703662,0.3310645282268515,0.00021,0,1.0,5.883305123394594,3687.9001603924967,0.2913367626853846,883.5986678386022,0.041134520068404,0.0852410255655728,0.0712999999371399,0.0632411670684814,0.0427432388067244,0.0049236342582211,11.80011801162516,5.157158981561657,0.00492,3,0.0,1,0.0265258027911186,-0.2132953431584407,-1,6.293300161279161,3570.627824108374,0.4922586338533578,1350.831819871922,0.6139868807183617,0.4790263153656185,0.1754999998444946,0.0194052922725677,0.0165864777565001,0.0013086588813298,2.0000200019703662,0.3310645282268515,0.00021,0,1.0,5.883305123394594,3687.9001603924967,0.2913367626853846,883.5986678386022,0.041134520068404,0.0852410255655728,0.0712999999371399,0.0632411670684814,0.0427432388067244,0.0049236342582211,11.80011801162516,5.157158981561657,0.00492,3,0.0,1,0.0265258027911186,-0.2132953431584407
"MATLAB 1-14 PM Tue, Sep 10, 2024 Run10 .csv",5.988049510811789,2713.0729027229568,0.3304582035453621,1234.768624881449,0.0240917973057744,0.1411163119314487,0.1443999998714105,0.209852933883667,0.1478216660022735,0.0170781776530822,7.100035506481204,21.523114459514616,0.004445,1,0.0,5.806306039062129,2408.459308935671,0.2557555908815039,1088.8915590549932,0.0253550683497361,0.140122535086861,0.1439999998717667,0.3073953533172607,0.1958333957195282,0.0311107077305739,7.150035756526846,27.36824730634689,0.003415,3,0.0,3,0.0450943263315818,-0.0640138169590684,-1,5.988049510811789,2713.0729027229568,0.3304582035453621,1234.768624881449,0.0240917973057744,0.1411163119314487,0.1443999998714105,0.209852933883667,0.1478216660022735,0.0170781776530822,7.100035506481204,21.523114459514616,0.004445,1,0.0,5.806306039062129,2408.459308935671,0.2557555908815039,1088.8915590549932,0.0253550683497361,0.140122535086861,0.1439999998717667,0.3073953533172607,0.1958333957195282,0.0311107077305739,7.150035756526846,27.36824730634689,0.003415,3,0.0,3,0.0450943263315818,-0.0640138169590684
"MATLAB 1-18 PM Fri, May 31, 2024 Run4 .csv",4.214147572747791,1383.826301201915,0.3469765053723482,1624.0075376504385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.069108968773936,1088.147978099925,0.2772702559643747,1443.8719634813472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,-1,4.214147572747791,1383.826301201915,0.3469765053723482,1624.0075376504385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.069108968773936,1088.147978099925,0.2772702559643747,1443.8719634813472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
"MATLAB 1-19 PM Tue, Oct 29, 2024 Run4 .csv",5.534398459706222,2987.1984202269564,0.6132780227799011,1684.1936324169887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.838041775802782,2374.245989004593,0.4698977505818726,1847.4529459797184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,-1,5.534398459706222,2987.1984202269564,0.6132780227799011,1684.1936324169887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.838041775802782,2374.245989004593,0.4698977505818726,1847.4529459797184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
"MATLAB 1-21 PM Fri, Jun 14, 2024 Run2 .csv",6.385400336663244,3347.1986097132653,0.577860757343406,1531.206244712009,0.6776161900848157,0.9991749991168392,0.9792499991333764,0.0175290811061859,0.0161142122745513,0.0009166912465084,0.5000050004925916,0.0810908746719357,5e-05,1,0.4,6.156925804071983,3385.7811082832354,0.4356979899312934,1071.43258709403,0.0586521787226097,0.0996849999117617,0.0806999999288526,0.0480245804786682,0.0323871314525604,0.0044406043913007,10.10010100995035,3.4013716578483537,0.00496,3,0.0,0,0.0148953175544738,0.1863503604440366,-1,6.385400336663244,3347.1986097132653,0.577860757343406,1531.206244712009,0.6776161900848157,0.9991749991168392,0.9792499991333764,0.0175290811061859,0.0161142122745513,0.0009166912465084,0.5000050004925916,0.0810908746719357,5e-05,1,0.4,6.156925804071983,3385.7811082832354,0.4356979899312934,1071.43258709403,0.0586521787226097,0.0996849999117617,0.0806999999288526,0.0480245804786682,0.0323871314525604,0.0044406043913007,10.10010100995035,3.4013716578483537,0.00496,3,0.0,0,0.0148953175544738,0.1863503604440366
"MATLAB 1-32 PM Tue, Jun 4, 2024 Run1.csv",6.026158636246176,1211.671184972443,0.455415273023901,1215.9504479435495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.621818082607664,900.1363367781094,0.3227543802004863,1059.6952380844705,1.6916668693392107,1.2576249988872006,0.333899999702659,0.0162594258785247,0.015206948518753,0.00045962641277,0.5000050004925916,0.0770640885829923,5e-05,1,0.4,0,0.0007196426391602,0.0,-1,6.026158636246176,1211.671184972443,0.455415273023901,1215.9504479435495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.621818082607664,900.1363367781094,0.3227543802004863,1059.6952380844705,1.6916668693392107,1.2576249988872006,0.333899999702659,0.0162594258785247,0.015206948518753,0.00045962641277,0.5000050004925916,0.0770640885829923,5e-05,1,0.4,0,0.0007196426391602,0.0
"MATLAB 1-41 PM Tue, Oct 29, 2024 Run10 .csv",5.445027475842302,2044.1154501474236,0.2322207719799222,1253.466133869605,0.0539734251003346,0.1625266665228005,0.1607499998579187,0.4127240490913391,0.2180176651477814,0.0481921120583018,6.200124007968195,7.233200130462645,0.00132,3,0.2580645161290322,5.885980327680798,2488.1841375182903,0.2777024517254951,1149.3637841814457,0.0544521425481182,0.16234999985629,0.1607499998579185,0.3346203339099884,0.2214115512371063,0.0398375595616116,6.200124007968195,6.662362883090973,0.00124,3,0.1290322580645161,2,0.033690551019484,0.4222049900744404,-1,5.445027475842302,2044.1154501474236,0.2322207719799222,1253.466133869605,0.0539734251003346,0.1625266665228005,0.1607499998579187,0.4127240490913391,0.2180176651477814,0.0481921120583018,6.200124007968195,7.233200130462645,0.00132,3,0.2580645161290322,5.885980327680798,2488.1841375182903,0.2777024517254951,1149.3637841814457,0.0544521425481182,0.16234999985629,0.1607499998579185,0.3346203339099884,0.2214115512371063,0.0398375595616116,6.200124007968195,6.662362883090973,0.00124,3,0.1290322580645161,2,0.033690551019484,0.4222049900744404
