file_name,a0_spectral_entropy,a0_spectral_centroid,a0_spectral_flatness,a0_spectral_bandwidth,a0_std_dev_time_diff,a0_mean_time_diff,a0_median_time_diff,a0_max_peak,a0_median_peak,a0_std_peak,a0_peaks_per_second,a0_sum_peak_magnitude,a0_percent_time_above_threshold,a0_num_boilings,a0_unused_peak_proportion,a0_skewness,a0_kurtosis,a0_crest_factor,a0_rms,a0_burstiness,a0_band_powers,a0_band_ratios,a0_spectrogram_features,a0_spectral_flux,a0_wavelet_energy_features,a0_regime_dominance,a0_rms_change_points,a0_skew_peak_magnitude,a0_kurtosis_peak_magnitude,a0_iqr_peak_magnitude,a1_spectral_entropy,a1_spectral_centroid,a1_spectral_flatness,a1_spectral_bandwidth,a1_std_dev_time_diff,a1_mean_time_diff,a1_median_time_diff,a1_max_peak,a1_median_peak,a1_std_peak,a1_peaks_per_second,a1_sum_peak_magnitude,a1_percent_time_above_threshold,a1_num_boilings,a1_unused_peak_proportion,num_peak_mag_high_diff,avg_peak_mag_diff,peak_mag_correlation,a1_skewness,a1_kurtosis,a1_crest_factor,a1_rms,a1_burstiness,a1_band_powers,a1_band_ratios,a1_spectrogram_features,a1_spectral_flux,a1_wavelet_energy_features,a1_regime_dominance,a1_rms_change_points,a1_skew_peak_magnitude,a1_kurtosis_peak_magnitude,a1_iqr_peak_magnitude
"MATLAB 12-56 PM Tue, Oct 29, 2024 Run2 .csv",4.735946718222818,1824.140010547517,0.614334551013633,1881.5297665984388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.96020583350559,660.9361476400344,0.3021938491038389,1339.5561416395196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"MATLAB 12-58 PM Mon, Mar 11, 2024 Run2 .csv",4.772648946249544,1200.7857700330374,0.15177082875938336,712.0494961140131,0.07960745131043588,0.14101698100700155,0.12079999989324616,0.0249940884113311,0.0174886012077331,0.0021906570799783143,7.133380895532894,1.9445540857315016,0.0033066666666666665,3,0.17757009345794392,-0.0019398755679051684,0.13221740587109254,5.142441877927241,0.005401254185977265,0.5645238661468958,"{'low_band_power': np.float64(0.005176154219442596), 'mid_band_power': np.float64(0.3641283596945366), 'high_band_power': np.float64(0.6306760496990457)}",{'high_to_low_ratio': np.float64(121.84259258159453)},"{'mean_spectral_entropy_time': np.float64(4.325222500627482), 'var_spectral_centroid_time': np.float64(27023.32552542188)}",7.118434070750729e-14,"{'wavelet_energy_low_scale': np.float64(12.833569492821642), 'wavelet_energy_mid_scale': np.float64(1.2996797726968699), 'wavelet_energy_high_scale': np.float64(0.13399603133441224)}",0.0972972972972973,2.0,1.1574519010205035,1.1455751740522757,0.0026983386278152492,4.993020227053078,1323.4927002580862,0.20754439504669628,881.1345449664351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"MATLAB 12-59 PM Fri, May 31, 2024 Run2 .csv",5.108469151821551,669.3815937705684,0.29129963268548553,877.2245379716436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.4957297991515395,737.687882063798,0.30975407514307607,1302.6406933861717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"MATLAB 12-59 PM Mon, Mar 11, 2024 Run3 .csv",4.733470928505086,1191.872559465982,0.14560559903317635,704.6092669192223,0.0804679067904977,0.1439019229492898,0.12349999989029192,0.0250191473960876,0.0179917085170745,0.0023593245737735377,7.0000466731864845,1.9466185605525916,0.00306,3,0.45714285714285713,-0.013900093168150272,0.1242076994463388,4.609681108995181,0.005462369590951161,0.5591857644519047,"{'low_band_power': np.float64(0.004608481546887627), 'mid_band_power': np.float64(0.36981464789580165), 'high_band_power': np.float64(0.6255610164400695)}",{'high_to_low_ratio': np.float64(135.741243634261)},"{'mean_spectral_entropy_time': np.float64(4.292303072724428), 'var_spectral_centroid_time': np.float64(26065.377887998897)}",7.457909432401944e-14,"{'wavelet_energy_low_scale': np.float64(13.155122617496556), 'wavelet_energy_mid_scale': np.float64(1.3963274543857114), 'wavelet_energy_high_scale': np.float64(0.14355806066883622)}",0.30434782608695654,2.0,0.8268526570170072,0.026435301126140676,0.0031118118762969993,5.021738046840725,1318.5306801755487,0.20996134012523765,887.9376293259352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"MATLAB 12-59 PM Thu, Aug 22, 2024 Run0.csv",6.088266022681553,2870.7316928255655,0.4053354130372481,1192.2913541231135,0.9655184493062436,1.4136199987500415,1.847099998363369,0.0742568397521972,0.03294003546237945,0.017369740018017575,0.6000060005911099,0.2396281480789182,0.00032,1,0.5,-0.10088981353170857,124.43319789944114,44.49379285410944,0.0023357712070691543,0.683011311498125,"{'low_band_power': np.float64(0.004680776519867492), 'mid_band_power': np.float64(0.11036743314134238), 'high_band_power': np.float64(0.8832866614634541)}",{'high_to_low_ratio': np.float64(188.70515558996587)},"{'mean_spectral_entropy_time': np.float64(4.725839396350657), 'var_spectral_centroid_time': np.float64(388368.23471308)}",1.2512179231225722e-14,"{'wavelet_energy_low_scale': np.float64(0.12960937177903245), 'wavelet_energy_mid_scale': np.float64(0.006247304646750148), 'wavelet_energy_high_scale': np.float64(0.0057971520618688805)}",1.0,1.0,1.0396765403387889,-0.19970304728557764,0.015366137325763696,5.943488984979146,1928.270869544764,0.44404053793263265,1208.4480846439587,1.0894148956098442,1.7670249984375515,1.848499998366235,0.0794581854343414,0.0285068440437316,0.02263093523474775,0.5000050004925916,0.17626618385314918,0.00041,1,0.4,0,0.026178286075592038,-0.3307333840857541,0.8263773665990026,44.30880278478194,31.2650532767746,0.002541437711010309,0.6165248915964022,"{'low_band_power': np.float64(0.009425747114585104), 'mid_band_power': np.float64(0.25625870148005825), 'high_band_power': np.float64(0.7342034797363823)}",{'high_to_low_ratio': np.float64(77.89339887978737)},"{'mean_spectral_entropy_time': np.float64(3.822603162903739), 'var_spectral_centroid_time': np.float64(364619.8947732682)}",1.1049787351586823e-14,"{'wavelet_energy_low_scale': np.float64(0.21180534194962664), 'wavelet_energy_mid_scale': np.float64(0.004498686283999466), 'wavelet_energy_high_scale': np.float64(0.002940537870286128)}",1.0,0.0,1.328524570934729,0.028646540906009488,0.0096746957302093
"MATLAB 2-00 PM Fri, Sep 13, 2024 Run2 .csv",5.775448878536722,2710.545623868217,0.6093604270208755,1663.4354881644217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.606965006447343,2011.5248703970894,0.6719416380427403,1616.0959920698333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"MATLAB 2-00 PM Tue, Jun 4, 2024 Run2 .csv",5.795213964335173,1068.2310564739098,0.3712245476483501,1108.5890754822497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.184393321064784,822.3739912123611,0.29384885668493765,1049.9431870754847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"MATLAB 2-01 PM Mon, Oct 28, 2024 Run1 .csv",5.424039306670874,2292.565500970766,0.2854210711820743,1319.4728369489633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.945379818808108,2385.560939433971,0.3875765486765154,1147.0650436706119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0364759224653244,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"MATLAB 2-02 PM Tue, Oct 29, 2024 Run17 .csv",5.65541915560954,2145.87485406047,0.2699041108497911,1283.1040402640924,0.009571127928334025,0.4548046507590157,0.4510999995982914,0.2449155938625336,0.21333292007446286,0.016467958500521636,2.2000110020082606,9.285234771966934,0.00043,1,0.0,-1.1126268497516336,110.68075482529467,22.479897030268962,0.014542435259998841,0.02104448121267215,"{'low_band_power': np.float64(0.001490776720538154), 'mid_band_power': np.float64(0.15719476886232528), 'high_band_power': np.float64(0.8408902784397175)}",{'high_to_low_ratio': np.float64(564.0618523585244)},"{'mean_spectral_entropy_time': np.float64(3.478990428651341), 'var_spectral_centroid_time': np.float64(815564.5217380417)}",3.168328311837472e-11,"{'wavelet_energy_low_scale': np.float64(39.30080651133743), 'wavelet_energy_mid_scale': np.float64(0.19699103042620777), 'wavelet_energy_high_scale': np.float64(0.8950737163226411)}",1.0,4.0,0.06409646928128657,-0.7279663995806911,0.026389038562774636,5.86420994873774,2560.680741366831,0.29422471909154574,1191.0847597941645,0.010526295580833865,0.45465813913123854,0.4517999996001212,0.2656072473526001,0.21588636636734004,0.03178464094067707,2.2000110020082606,9.591883496046064,0.00034,1,0.0,1,0.02996003150939942,0.2808754363702641,0.043928001718322035,72.16546000736304,18.052022674956554,0.014713434174945682,0.023152110728618048,"{'low_band_power': np.float64(0.0015390855956001414), 'mid_band_power': np.float64(0.18005748819578368), 'high_band_power': np.float64(0.8180335718761675)}",{'high_to_low_ratio': np.float64(531.5062230552477)},"{'mean_spectral_entropy_time': np.float64(3.0970822735740766), 'var_spectral_centroid_time': np.float64(967643.1460046639)}",2.255973642291843e-11,"{'wavelet_energy_low_scale': np.float64(32.11005198346928), 'wavelet_energy_mid_scale': np.float64(0.1401977423049506), 'wavelet_energy_high_scale': np.float64(0.584564680056725)}",1.0,5.0,0.12479207501958067,-1.4786539669388088,0.06290238887071614
"MATLAB 2-03 PM Thu, Oct 24, 2024 Run1 .csv",5.869338087854203,2823.269576607614,0.35285205555647753,1136.0180320343231,0.0033576185905083394,0.13863496491187913,0.13959999987689553,0.1434183526039123,0.1195438867807388,0.017815710101706447,7.200036006572488,16.68330567359924,0.00155,1,0.0,0.7524926695453762,37.48656572192233,13.44113515173637,0.010670107173603194,0.024219132544539182,"{'low_band_power': np.float64(0.0015218948771327809), 'mid_band_power': np.float64(0.045210351204372), 'high_band_power': np.float64(0.9529432606320354)}",{'high_to_low_ratio': np.float64(626.1557713022605)},"{'mean_spectral_entropy_time': np.float64(4.620153497407537), 'var_spectral_centroid_time': np.float64(723920.0890948593)}",2.184835509879543e-12,"{'wavelet_energy_low_scale': np.float64(13.321339186205053), 'wavelet_energy_mid_scale': np.float64(1.5890375950139324), 'wavelet_energy_high_scale': np.float64(0.4666912580427277)}",1.0,5.0,-0.08433384573221084,-1.602542066320037,0.036344684064388316,6.123406726467122,2644.5449820825984,0.4599329453496909,1164.3458731860667,0.0032011636563909728,0.1386349649118792,0.13979999987550862,0.1459191107749939,0.1246989697217941,0.018897474120724827,7.200036006572488,17.13932586550712,0.001025,1,0.0,1,0.025743113781015087,-0.22389434224147453,0.12493926989349288,32.097299289938576,14.037070333852707,0.0103952681937545,0.023090593764897145,"{'low_band_power': np.float64(0.0022364469734534017), 'mid_band_power': np.float64(0.09411246209392762), 'high_band_power': np.float64(0.8992123017439475)}",{'high_to_low_ratio': np.float64(402.07181856649703)},"{'mean_spectral_entropy_time': np.float64(4.18176829860142), 'var_spectral_centroid_time': np.float64(531045.7942295626)}",1.3904425667956109e-12,"{'wavelet_energy_low_scale': np.float64(17.219893567006707), 'wavelet_energy_mid_scale': np.float64(2.5715391401256382), 'wavelet_energy_high_scale': np.float64(0.22919014174926775)}",1.0,3.0,-0.6419302104765915,-0.6864368501900158,0.02810718536376955
"MATLAB 2-03 PM Tue, Oct 8, 2024 Run0 .csv",6.173114810925074,2626.7905426492575,0.5736261288636456,1500.712366195647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.031915989291738,2305.8085897534083,0.5328735265749641,1490.9692161298715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.008848391771316601,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"MATLAB 2-04 PM Mon, Oct 28, 2024 Run2 .csv",4.901963708332087,2238.8571693217746,0.6061534881037101,1860.5651987245067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.953363286670589,1381.5847440937544,0.4473905036527161,1809.4618123537339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"MATLAB 2-04 PM Tue, Jun 11, 2024 Run1 .csv",5.8209612079059125,2262.706870586108,0.3399427611299477,1141.7494555892642,0.04391816406125588,0.13490821905867287,0.1232999998907478,0.0419358897209167,0.019685117602348298,0.004393912771826666,7.400074007290355,1.5434837496280633,0.00246,3,0.0,0.19546047812849124,10.21326838862262,13.59872228926055,0.003083811024954538,0.3255410557466143,"{'low_band_power': np.float64(0.018266634910293556), 'mid_band_power': np.float64(0.1510265114736124), 'high_band_power': np.float64(0.830173788519953)}",{'high_to_low_ratio': np.float64(45.44754918444974)},"{'mean_spectral_entropy_time': np.float64(5.416446244109458), 'var_spectral_centroid_time': np.float64(126109.71908958867)}",5.450976439242621e-15,"{'wavelet_energy_low_scale': np.float64(0.4689015696660747), 'wavelet_energy_mid_scale': np.float64(2.5922793406530453), 'wavelet_energy_high_scale': np.float64(0.44643082562732206)}",0.18807339449541285,0.0,1.8541558993848433,5.617842834326977,0.004710446596145626,5.803567556726952,1419.216006096336,0.24456923632183475,976.6876946574464,0.0344309382194954,0.08555775854495767,0.06644999994141587,0.0756402242183685,0.0263864684104919,0.010871787792764162,11.700117011526643,3.612158199548716,0.00441,3,0.0,4,0.010649452032269663,0.07368099642008802,-0.09703623000986267,10.517100242726269,13.44534467423006,0.005625755683552232,0.40242917539036654,"{'low_band_power': np.float64(0.009369429110818023), 'mid_band_power': np.float64(0.2903003963962631), 'high_band_power': np.float64(0.7003131246632286)}",{'high_to_low_ratio': np.float64(74.74448190814967)},"{'mean_spectral_entropy_time': np.float64(5.275627301208013), 'var_spectral_centroid_time': np.float64(103356.13781980843)}",4.4177118850813285e-14,"{'wavelet_energy_low_scale': np.float64(3.8702644184130794), 'wavelet_energy_mid_scale': np.float64(8.758002165145982), 'wavelet_energy_high_scale': np.float64(0.4525552956033344)}",0.20754716981132076,1.0,1.582407264215162,1.9913439072428947,0.008617078065872204
"MATLAB 2-04 PM Tue, Oct 22, 2024 Run2 .csv",5.584172553274457,2297.007632733576,0.30303782985406535,1217.5215726106796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.591372865810245,1926.5837950343152,0.3770145080238212,1234.1454816770638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.1307243704795837,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"MATLAB 2-04 PM Wed, Sep 18, 2024 Run0 .csv",4.8424883506002,1044.0553980430163,1.07957328415137,1454.9395152625511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.4697281967778406,609.5280740858559,0.5917402313404858,1145.3170411600681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"MATLAB 2-06 PM Thu, Oct 31, 2024 Run4 .csv",4.737990094467859,2366.788468627016,0.618218463985499,1919.0927485603406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.742590514460961,2578.0491178976076,0.29982035081048614,2045.6600028798239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
"MATLAB 2-06 PM Tue, Oct 29, 2024 Run18 .csv",5.79887483464942,2286.0824013143147,0.27097240116622884,1327.9081174000007,0.05557004224225482,3.531979996865317,3.5398999968551372,0.2227255415916443,0.2089382809400558,0.015913628903633965,0.3000015002738537,1.2208718097209927,3.5e-05,3,0.0,-3.1477743706324235,883.6644502993333,63.57565342044951,0.0049579678563404775,0.015733396647652033,"{'low_band_power': np.float64(0.0003044493714935855), 'mid_band_power': np.float64(0.15932570246009145), 'high_band_power': np.float64(0.839751892562054)}",{'high_to_low_ratio': np.float64(2758.2644971226255)},"{'mean_spectral_entropy_time': np.float64(4.22333368546714), 'var_spectral_centroid_time': np.float64(449787.0814451595)}",2.5713564232099436e-12,"{'wavelet_energy_low_scale': np.float64(4.374746866845901), 'wavelet_energy_mid_scale': np.float64(0.018819435532794415), 'wavelet_energy_high_scale': np.float64(0.03513375275563013)}",0.25,11.0,-0.41001933177692884,-1.4122906381753144,0.024663984477519968,5.899099799609441,2648.5272189184348,0.28846416218347376,1203.2438596235204,0.057004933071977924,3.531539996865709,3.53989999685514,0.2560334300994873,0.22316664397716518,0.02006501605409463,0.3000015002738537,1.3319255197048185,2.5e-05,3,0.0,0,0.02954732735951743,-0.10515394619059826,0.734766823930179,447.54426914475994,47.32278391522222,0.005410362808708927,0.01614166429449209,"{'low_band_power': np.float64(0.0006496458499481676), 'mid_band_power': np.float64(0.17593538626811445), 'high_band_power': np.float64(0.8229164140552774)}",{'high_to_low_ratio': np.float64(1266.7154175169967)},"{'mean_spectral_entropy_time': np.float64(3.6109128899113694), 'var_spectral_centroid_time': np.float64(702517.5693304737)}",1.9047337435312108e-12,"{'wavelet_energy_low_scale': np.float64(3.6548815415320597), 'wavelet_energy_mid_scale': np.float64(0.014803739370755329), 'wavelet_energy_high_scale': np.float64(0.045166641191519266)}",0.25,8.0,0.089832870016114,-0.4644191844675212,0.015444848239421827
"MATLAB 2-07 PM Thu, Oct 31, 2024 Run5 .csv",5.884375151787591,2397.4725327432334,0.27680098083990234,1318.5647680875,0.42792655873215896,2.7815999975305843,2.761199997548804,0.2266835761070251,0.2174997794628143,0.014323059274132483,0.350001750319496,1.4890794086456296,3e-05,0,1.0,-1.9980255214852984,646.9358682228952,59.29510479344286,0.005564828232475315,0.15384187486053297,"{'low_band_power': np.float64(0.0003579616451517927), 'mid_band_power': np.float64(0.10077589241447747), 'high_band_power': np.float64(0.8980739142267441)}",{'high_to_low_ratio': np.float64(2508.8551424159373)},"{'mean_spectral_entropy_time': np.float64(3.903163287310085), 'var_spectral_centroid_time': np.float64(574900.2377372358)}",1.8966041065357323e-12,"{'wavelet_energy_low_scale': np.float64(4.268581451393899), 'wavelet_energy_mid_scale': np.float64(0.02220224808560035), 'wavelet_energy_high_scale': np.float64(0.04459724828695743)}",0.0,9.0,-1.0552512146921895,-0.13772330887954798,0.015460751056671135,6.031762250084107,2838.126940839922,0.2956706605491342,1125.069040424175,0.42863848624390954,2.7820666641968326,2.7611999975487764,0.2539618873596191,0.1839798533916473,0.026691973035482222,0.350001750319496,1.4005916357040402,5e-05,0,1.0,0,0.03329301834106445,-0.2433966675483312,1.0125436109611174,357.7222312279996,41.074103724000864,0.0061830171405839185,0.15407196806610496,"{'low_band_power': np.float64(0.000629902882465669), 'mid_band_power': np.float64(0.10807858780581224), 'high_band_power': np.float64(0.8907397038486257)}",{'high_to_low_ratio': np.float64(1414.0905346582103)},"{'mean_spectral_entropy_time': np.float64(3.0656790496184927), 'var_spectral_centroid_time': np.float64(727648.1648241287)}",2.4349425539665487e-12,"{'wavelet_energy_low_scale': np.float64(3.317581993459229), 'wavelet_energy_mid_scale': np.float64(0.020741208681805266), 'wavelet_energy_high_scale': np.float64(0.05974763914410719)}",0.0,8.0,1.1437585080259163,-0.3629317242938588,0.02544611394405366
"MATLAB 2-08 PM Thu, Oct 24, 2024 Run2 .csv",5.8047247756514295,2568.8589467485763,0.3129041978196364,1235.3581247603129,0.10740094134493544,0.2749333330897381,0.20769999981596354,0.1440865921974182,0.1347803920507431,0.0060811997351691745,4.000400043548366,0.5405788445472717,0.0003,0,1.0,-0.0935981556722611,61.6556664007434,14.32266900897511,0.010060037839813813,0.39064357943778255,"{'low_band_power': np.float64(0.0003238407088772338), 'mid_band_power': np.float64(0.10989466569409977), 'high_band_power': np.float64(0.8895252358588982)}",{'high_to_low_ratio': np.float64(2746.7986929219333)},"{'mean_spectral_entropy_time': np.float64(4.403414586304091), 'var_spectral_centroid_time': np.float64(509826.62656054995)}",2.7143146029875068e-12,"{'wavelet_energy_low_scale': np.float64(1.0448457333056749), 'wavelet_energy_mid_scale': np.float64(0.04871191536467807), 'wavelet_energy_high_scale': np.float64(0.014152679924166581)}",0.0,0.0,0.17848948733298398,-0.9994214103794423,0.004812610149383556,5.914637890897434,2334.2950710853,0.40567757082382944,1291.16659764621,0.10865661498075115,0.2747999997565231,0.20729999981631808,0.1655981242656708,0.14118713915348052,0.02445694202605119,4.000400043548366,0.5627965259552001,0.0004,0,1.0,0,0.028547645211219812,-0.6928713184499852,0.06925300538561856,63.59352948266587,16.78506737436129,0.009865800391043839,0.3954025293923673,"{'low_band_power': np.float64(0.0004098823904941503), 'mid_band_power': np.float64(0.21185194810379215), 'high_band_power': np.float64(0.7859130056896221)}",{'high_to_low_ratio': np.float64(1917.4110035372169)},"{'mean_spectral_entropy_time': np.float64(4.061476840056603), 'var_spectral_centroid_time': np.float64(339801.8934566306)}",2.6425031529356413e-12,"{'wavelet_energy_low_scale': np.float64(1.5542719965381213), 'wavelet_energy_mid_scale': np.float64(0.07653534837887356), 'wavelet_energy_high_scale': np.float64(0.007111466854381649)}",0.0,0.0,-0.004663257703621294,-1.992339442134845,0.04791342139244083
"MATLAB 2-08 PM Tue, Oct 29, 2024 Run19 .csv",5.716859557313619,2253.871978514726,0.2608740653986986,1325.7702465358855,0.13279999990801006,8.04849999285901,8.04849999285901,0.2036736452579498,0.1910034370422363,0.007209981677047106,0.15000075013692685,0.5813607358932494,1e-05,0,1.0,-4.72723764047566,1413.7613399360948,84.69062236343078,0.0035756309425705487,0.016499968941521545,"{'low_band_power': np.float64(0.0005713327034056066), 'mid_band_power': np.float64(0.15337914042072082), 'high_band_power': np.float64(0.8452966729883765)}",{'high_to_low_ratio': np.float64(1479.5173949429507)},"{'mean_spectral_entropy_time': np.float64(4.302745210057014), 'var_spectral_centroid_time': np.float64(363795.25066963746)}",1.0260185737412368e-12,"{'wavelet_energy_low_scale': np.float64(2.058350980021911), 'wavelet_energy_mid_scale': np.float64(0.009192709668660934), 'wavelet_energy_high_scale': np.float64(0.01886378705832452)}",0.0,5.0,0.5215491720383746,-1.5000000000000029,0.00849499583244323,5.874470840106243,2664.476544600207,0.2964739421182828,1215.2910688976367,0.13739999990391372,8.04739999285999,8.04739999285999,0.2395568263530731,0.2264509773254394,0.03126849990750822,0.15000075013692685,0.6336594796180723,1e-05,0,1.0,0,0.030120899677276602,0.5636057592361531,1.5186106052706774,832.0352536822079,63.50828079581796,0.0037720565468188205,0.01707383751594566,"{'low_band_power': np.float64(0.0013443357210249538), 'mid_band_power': np.float64(0.1798568360011077), 'high_band_power': np.float64(0.8181475901868499)}",{'high_to_low_ratio': np.float64(608.5887456468646)},"{'mean_spectral_entropy_time': np.float64(3.4079928871778344), 'var_spectral_centroid_time': np.float64(610722.0925082281)}",1.0073163473733325e-12,"{'wavelet_energy_low_scale': np.float64(1.6941785414221373), 'wavelet_energy_mid_scale': np.float64(0.007330220804486675), 'wavelet_energy_high_scale': np.float64(0.022592730765707243)}",0.0,5.0,-0.6150841984931477,-1.5000000000000013,0.0359525752067566
"MATLAB 2-09 PM Tue, Oct 22, 2024 Run3 .csv",5.107882720283427,1931.3672158088687,0.22551648285883058,1365.8887808485913,0.0013331216130328255,0.056986501850494975,0.05689999994933004,0.1458118069171905,0.1151004147529602,0.015859919496239314,17.56672523802949,61.59457973241804,0.0028666666666666667,3,0.0,0.24928117160483831,7.636304770666625,8.199651610368965,0.01778268319751567,0.02339363831333764,"{'low_band_power': np.float64(0.00033959820824479444), 'mid_band_power': np.float64(0.3383245265532297), 'high_band_power': np.float64(0.6611822276448872)}",{'high_to_low_ratio': np.float64(1946.954405508181)},"{'mean_spectral_entropy_time': np.float64(4.235907523169045), 'var_spectral_centroid_time': np.float64(533476.7880330691)}",4.754791568571228e-12,"{'wavelet_energy_low_scale': np.float64(245.7518581111327), 'wavelet_energy_mid_scale': np.float64(4.861989451472989), 'wavelet_energy_high_scale': np.float64(0.7288039096686642)}",0.011200203640066183,1.0,0.01997076350096738,-1.2314798251607577,0.028226697444915794,4.1703363764012655,1380.825914225551,0.20505285174615967,1266.2534918777462,0.004561277346627722,0.05731338427028752,0.057099999949659086,0.1248759889602661,0.09156488776206965,0.015199891031044183,17.466724904606174,48.10680029273031,0.004946666666666667,3,0.0,11,0.028748390535816896,-0.20946908318031696,0.3361444347728642,2.666123886191535,6.84200293763552,0.01825137903308488,0.0795848544751245,"{'low_band_power': np.float64(0.0004464034582940177), 'mid_band_power': np.float64(0.6104905154083372), 'high_band_power': np.float64(0.3873027689282183)}",{'high_to_low_ratio': np.float64(867.6070082618546)},"{'mean_spectral_entropy_time': np.float64(3.77449119013937), 'var_spectral_centroid_time': np.float64(507752.31316720915)}",4.471662117156666e-12,"{'wavelet_energy_low_scale': np.float64(423.72911894318105), 'wavelet_energy_mid_scale': np.float64(8.520669311636308), 'wavelet_energy_high_scale': np.float64(0.3342014016066163)}",0.010903714655331732,1.0,0.14971292772642855,-0.9822589135087356,0.025183637142181386
